email_id,diversity,ground_truth,prediction,confidence,method,status,latency_ms,routed_to
maintenance_contrib_5766,clean,maintenance_contrib,maintenance_contrib,0.8,tier2_template,review,36.5,policy_admin
maintenance_client_3351,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.8,policy_admin
claim_death_8863,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,157.5,claims
new_business_8328,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,208.3,new_business
maintenance_contrib_6825,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.2,policy_admin
new_business_8309,afrikaans,new_business,new_business,1.0,tier1_qr_deterministic,pending,210.5,new_business
maintenance_client_4775,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.3,policy_admin
maintenance_client_3858,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.3,policy_admin
mismatch_1,body_attachment_mismatch,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.3,policy_admin
new_business_7528,afrikaans,new_business,new_business,1.0,tier1_qr_deterministic,pending,210.4,new_business
repurchase_439,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.1,policy_admin
afrikaans_mix_11,afrikaans_mixed,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
maintenance_client_4321,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.1,policy_admin
maintenance_contrib_5939,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.0,policy_admin
new_business_8411,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,212.2,new_business
legacy_noqr_2,legacy_no_qr,claim_death,claim_death,0.95,tier2_template,pending,85.4,claims
maintenance_contrib_6270,afrikaans,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.3,policy_admin
repurchase_76,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.0,policy_admin
new_business_7202,cover_letter,new_business,new_business,1.0,tier1_qr_deterministic,pending,237.8,new_business
repurchase_2664,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.9,policy_admin
new_business_8203,afrikaans,new_business,new_business,1.0,tier1_qr_deterministic,pending,208.7,new_business
cover_letter_13,cover_letter,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,81.1,policy_admin
repurchase_1148,afrikaans,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,266.4,policy_admin
repurchase_27,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,263.4,policy_admin
incomplete_13,incomplete_no_signature,maintenance_contrib,maintenance_contrib,0.5,tier2_unreadable,review,0.9,policy_admin
cover_letter_1,cover_letter,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,284.4,policy_admin
maintenance_client_4646,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,30.2,policy_admin
repurchase_1771,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,265.1,policy_admin
afrikaans_mix_0,afrikaans_mixed,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.7,policy_admin
repurchase_1624,legacy,repurchase,repurchase,0.95,tier2_template,pending,188.0,policy_admin
afrikaans_mix_13,afrikaans_mixed,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.6,policy_admin
legacy_noqr_12,legacy_no_qr,maintenance_contrib,maintenance_contrib,0.95,tier2_template,pending,32.7,policy_admin
repurchase_100,cover_letter,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,315.7,policy_admin
maintenance_client_4695,cover_letter,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,80.1,policy_admin
incomplete_8,incomplete_no_signature,maintenance_client,maintenance_client,0.5,tier2_unreadable,review,0.9,policy_admin
new_business_7144,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,208.8,new_business
maintenance_client_4334,afrikaans,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.1,policy_admin
new_business_8153,legacy,new_business,new_business,0.95,tier2_template,pending,110.5,new_business
repurchase_1514,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.9,policy_admin
repurchase_94,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,262.9,policy_admin
claim_death_8520,cover_letter,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,182.3,claims
repurchase_2067,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,263.3,policy_admin
incomplete_11,incomplete_no_signature,maintenance_contrib,maintenance_contrib,0.5,tier2_unreadable,review,0.9,policy_admin
new_business_7228,afrikaans,new_business,new_business,0.8,tier1_qr_deterministic,review,184.9,new_business
maintenance_contrib_6796,legacy,maintenance_contrib,maintenance_contrib,0.95,tier2_template,pending,30.2,policy_admin
repurchase_368,afrikaans,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,265.0,policy_admin
repurchase_1091,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.3,policy_admin
repurchase_499,cover_letter,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,290.2,policy_admin
maintenance_contrib_5541,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,55.4,policy_admin
maintenance_contrib_6179,afrikaans,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
maintenance_client_4754,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.3,policy_admin
maintenance_client_5155,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.4,policy_admin
maintenance_contrib_6555,afrikaans,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.4,policy_admin
maintenance_contrib_6006,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
repurchase_2801,afrikaans,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.7,policy_admin
maintenance_contrib_6622,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
repurchase_1496,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.1,policy_admin
repurchase_1793,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.8,policy_admin
repurchase_1346,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,262.6,policy_admin
maintenance_client_5416,afrikaans,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.8,policy_admin
bulk_2231,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,310.3,policy_admin
repurchase_1408,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.1,policy_admin
maintenance_contrib_5906,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,54.0,policy_admin
new_business_7200,afrikaans,new_business,new_business,1.0,tier1_qr_deterministic,pending,212.0,new_business
maintenance_client_4617,afrikaans,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.8,policy_admin
mismatch_2,body_attachment_mismatch,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.9,policy_admin
maintenance_contrib_5657,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,54.0,policy_admin
bulk_8122,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,364.2,policy_admin
claim_death_8819,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,159.1,claims
mismatch_0,body_attachment_mismatch,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.2,policy_admin
bodyonly_1,body_only,maintenance_contrib,maintenance_contrib,0.95,body_only_classify,pending,0.1,policy_admin
maintenance_client_4386,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.0,policy_admin
maintenance_contrib_5659,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.4,policy_admin
maintenance_contrib_5668,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.6,policy_admin
maintenance_client_3311,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,31.4,policy_admin
repurchase_1559,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,262.7,policy_admin
claim_death_8965,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,154.6,claims
cover_letter_10,cover_letter,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,185.6,claims
maintenance_client_4578,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.5,policy_admin
repurchase_720,legacy,repurchase,repurchase,0.95,tier2_template,pending,167.1,policy_admin
afrikaans_mix_19,afrikaans_mixed,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.0,policy_admin
incomplete_0,incomplete_no_signature,maintenance_contrib,maintenance_contrib,0.5,tier2_unreadable,review,0.9,policy_admin
repurchase_2021,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,269.1,policy_admin
repurchase_1371,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,269.9,policy_admin
maintenance_client_4218,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.9,policy_admin
repurchase_482,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,269.1,policy_admin
maintenance_client_3787,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.3,policy_admin
maintenance_client_4922,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,57.0,policy_admin
cover_letter_3,cover_letter,new_business,new_business,1.0,tier1_qr_deterministic,pending,243.7,new_business
repurchase_2735,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,296.6,policy_admin
repurchase_2024,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,267.0,policy_admin
new_business_8359,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,215.1,new_business
repurchase_1509,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,267.2,policy_admin
bulk_7903,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,585.9,policy_admin
maintenance_client_4682,afrikaans,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,57.6,policy_admin
repurchase_28,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,272.1,policy_admin
new_business_8079,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,213.8,new_business
claim_retirement_9412,clean,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,160.6,claims
repurchase_92,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,270.9,policy_admin
bodyonly_8,body_only,repurchase,repurchase,0.88,body_only_classify,pending,0.1,policy_admin
bulk_4169,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,324.6,policy_admin
maintenance_client_4520,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,30.7,policy_admin
repurchase_1965,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,269.6,policy_admin
legacy_noqr_16,legacy_no_qr,maintenance_client,maintenance_client,0.95,tier2_template,pending,31.8,policy_admin
new_business_7088,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,220.1,new_business
new_business_7413,cover_letter,new_business,new_business,1.0,tier1_qr_deterministic,pending,241.9,new_business
mismatch_4,body_attachment_mismatch,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,56.5,policy_admin
maintenance_client_5486,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.6,policy_admin
repurchase_126,legacy,repurchase,repurchase,0.95,tier2_template,pending,169.1,policy_admin
legacy_noqr_1,legacy_no_qr,repurchase,repurchase,0.95,tier2_template,pending,167.5,policy_admin
maintenance_contrib_6073,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.9,policy_admin
repurchase_2546,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,258.9,policy_admin
repurchase_1562,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,257.4,policy_admin
new_business_7790,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,207.6,new_business
maintenance_client_4430,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,30.0,policy_admin
afrikaans_mix_2,afrikaans_mixed,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,263.8,policy_admin
maintenance_client_3230,afrikaans,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.7,policy_admin
maintenance_contrib_6518,clean,maintenance_contrib,maintenance_contrib,0.8,tier2_template,review,37.8,policy_admin
maintenance_contrib_5793,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
afrikaans_mix_10,afrikaans_mixed,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,264.4,policy_admin
afrikaans_mix_4,afrikaans_mixed,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,262.1,policy_admin
incomplete_6,incomplete_no_signature,maintenance_contrib,maintenance_contrib,0.5,tier2_unreadable,review,0.9,policy_admin
maintenance_contrib_6557,legacy,maintenance_contrib,maintenance_contrib,0.95,tier2_template,pending,31.3,policy_admin
new_business_7726,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,208.0,new_business
repurchase_734,afrikaans,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,277.0,policy_admin
maintenance_contrib_6502,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,60.8,policy_admin
maintenance_contrib_6901,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,54.7,policy_admin
new_business_8498,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,214.8,new_business
maintenance_contrib_5860,legacy,maintenance_contrib,maintenance_contrib,0.95,tier2_template,pending,30.3,policy_admin
repurchase_30,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,264.2,policy_admin
maintenance_client_4518,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.8,policy_admin
new_business_7156,cover_letter,new_business,new_business,1.0,tier1_qr_deterministic,pending,234.2,new_business
repurchase_1863,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.9,policy_admin
maintenance_client_3471,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
maintenance_client_3482,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.5,policy_admin
maintenance_client_5200,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.4,policy_admin
maintenance_contrib_6268,legacy,maintenance_contrib,maintenance_contrib,0.95,tier2_template,pending,30.0,policy_admin
claim_retirement_9899,afrikaans,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,158.8,claims
maintenance_contrib_6745,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,55.4,policy_admin
new_business_8175,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,207.1,new_business
maintenance_client_4405,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,30.9,policy_admin
new_business_7740,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,189.7,new_business
maintenance_client_4127,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,61.4,policy_admin
mismatch_9,body_attachment_mismatch,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,56.2,policy_admin
repurchase_1606,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,256.3,policy_admin
maintenance_client_4735,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.9,policy_admin
maintenance_contrib_6253,cover_letter,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,82.1,policy_admin
maintenance_client_3009,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.1,policy_admin
claim_retirement_9642,clean,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,159.5,claims
new_business_7397,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,206.9,new_business
bodyonly_5,body_only,claim_death,claim_death,0.95,body_only_classify,pending,0.1,claims
maintenance_client_5268,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.9,policy_admin
repurchase_2925,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,258.3,policy_admin
maintenance_contrib_5861,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.3,policy_admin
maintenance_contrib_5797,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,56.1,policy_admin
repurchase_345,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.9,policy_admin
claim_retirement_9752,clean,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,157.6,claims
repurchase_799,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.8,policy_admin
repurchase_994,afrikaans,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.8,policy_admin
maintenance_client_3411,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.4,policy_admin
legacy_noqr_14,legacy_no_qr,new_business,new_business,0.95,tier2_template,pending,109.8,new_business
cover_letter_6,cover_letter,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,87.3,policy_admin
afrikaans_mix_3,afrikaans_mixed,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,78.9,policy_admin
incomplete_9,incomplete_no_signature,repurchase,repurchase,0.8,tier1_qr_deterministic,review,210.5,policy_admin
claim_death_8537,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,156.8,claims
new_business_8311,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,211.6,new_business
repurchase_261,afrikaans,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.9,policy_admin
repurchase_322,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.2,policy_admin
maintenance_client_5272,afrikaans,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.6,policy_admin
maintenance_contrib_6844,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.9,policy_admin
maintenance_client_3010,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.6,policy_admin
new_business_7771,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,209.4,new_business
new_business_8083,legacy,new_business,new_business,0.95,tier2_template,pending,109.3,new_business
afrikaans_mix_6,afrikaans_mixed,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,156.9,claims
repurchase_2355,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.2,policy_admin
repurchase_2166,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,262.1,policy_admin
maintenance_contrib_5912,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,55.9,policy_admin
maintenance_client_5440,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.7,policy_admin
repurchase_2883,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.5,policy_admin
new_business_8454,legacy,new_business,new_business,0.95,tier2_template,pending,109.6,new_business
new_business_7218,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,209.0,new_business
maintenance_client_3833,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,57.5,policy_admin
repurchase_2192,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,257.5,policy_admin
maintenance_client_3419,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,31.6,policy_admin
new_business_7229,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,210.7,new_business
maintenance_client_3790,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.6,policy_admin
new_business_8291,legacy,new_business,new_business,0.95,tier2_template,pending,109.2,new_business
new_business_8093,afrikaans,new_business,new_business,1.0,tier1_qr_deterministic,pending,207.9,new_business
new_business_7770,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,209.6,new_business
repurchase_385,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,270.9,policy_admin
repurchase_253,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.7,policy_admin
repurchase_1033,legacy,repurchase,repurchase,0.95,tier2_template,pending,169.4,policy_admin
maintenance_client_3120,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
new_business_7695,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,207.7,new_business
maintenance_client_4943,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.3,policy_admin
maintenance_client_5198,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.7,policy_admin
maintenance_client_5311,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.4,policy_admin
new_business_7508,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,205.1,new_business
claim_death_8922,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,159.7,claims
repurchase_1083,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,262.5,policy_admin
claim_retirement_9314,clean,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,155.8,claims
legacy_noqr_4,legacy_no_qr,repurchase,repurchase,0.95,tier2_template,pending,170.9,policy_admin
maintenance_client_3396,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,57.2,policy_admin
maintenance_client_4010,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,31.5,policy_admin
incomplete_19,incomplete_no_signature,maintenance_client,maintenance_client,0.5,tier2_unreadable,review,1.0,policy_admin
maintenance_client_4372,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,57.8,policy_admin
maintenance_client_5422,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,56.9,policy_admin
repurchase_303,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,271.7,policy_admin
maintenance_client_4948,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.3,policy_admin
repurchase_2340,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,271.2,policy_admin
repurchase_258,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,272.4,policy_admin
cover_letter_17,cover_letter,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,299.5,policy_admin
bulk_5563,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,380.8,policy_admin
repurchase_4,cover_letter,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,295.6,policy_admin
maintenance_client_3434,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.0,policy_admin
claim_death_8718,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,159.7,claims
maintenance_client_4983,afrikaans,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,58.3,policy_admin
repurchase_113,legacy,repurchase,repurchase,0.95,tier2_template,pending,170.6,policy_admin
maintenance_client_4854,cover_letter,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,83.9,policy_admin
legacy_noqr_3,legacy_no_qr,new_business,new_business,0.95,tier2_template,pending,117.5,new_business
new_business_8181,legacy,new_business,new_business,0.95,tier2_template,pending,112.5,new_business
repurchase_2018,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,269.4,policy_admin
maintenance_contrib_6687,legacy,maintenance_contrib,maintenance_contrib,0.95,tier2_template,pending,31.2,policy_admin
legacy_noqr_19,legacy_no_qr,maintenance_contrib,maintenance_contrib,0.95,tier2_template,pending,30.9,policy_admin
afrikaans_mix_1,afrikaans_mixed,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,270.3,policy_admin
maintenance_contrib_6159,afrikaans,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,57.6,policy_admin
claim_death_9049,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,159.0,claims
claim_retirement_9908,clean,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,160.5,claims
claim_death_8867,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,162.0,claims
repurchase_2254,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,271.1,policy_admin
incomplete_10,incomplete_no_signature,maintenance_contrib,maintenance_contrib,0.5,tier2_unreadable,review,1.0,policy_admin
repurchase_2634,legacy,repurchase,repurchase,0.95,tier2_template,pending,167.9,policy_admin
new_business_7536,afrikaans,new_business,new_business,1.0,tier1_qr_deterministic,pending,210.7,new_business
new_business_7760,legacy,new_business,new_business,0.95,tier2_template,pending,133.4,new_business
maintenance_contrib_6294,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,56.4,policy_admin
maintenance_client_3991,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.9,policy_admin
legacy_noqr_0,legacy_no_qr,repurchase,repurchase,0.95,tier2_template,pending,167.7,policy_admin
claim_death_8895,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,161.2,claims
maintenance_client_4268,cover_letter,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,84.4,policy_admin
maintenance_client_3017,afrikaans,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.7,policy_admin
maintenance_client_3095,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.4,policy_admin
claim_retirement_9640,clean,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,164.8,claims
maintenance_client_4992,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.0,policy_admin
bulk_9026,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,375.1,policy_admin
repurchase_2610,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,271.5,policy_admin
new_business_7972,legacy,new_business,new_business,0.95,tier2_template,pending,116.7,new_business
maintenance_client_3239,cover_letter,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,87.9,policy_admin
repurchase_1247,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,269.5,policy_admin
cover_letter_16,cover_letter,new_business,new_business,0.8,tier1_qr_deterministic,review,222.8,new_business
new_business_8403,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,217.5,new_business
maintenance_client_3402,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.0,policy_admin
repurchase_88,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,266.4,policy_admin
maintenance_contrib_6690,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,57.2,policy_admin
repurchase_729,afrikaans,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,268.1,policy_admin
repurchase_566,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,265.3,policy_admin
bulk_346,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,619.7,policy_admin
repurchase_2220,legacy,repurchase,repurchase,0.95,tier2_template,pending,174.1,policy_admin
maintenance_client_4821,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.5,policy_admin
repurchase_623,afrikaans,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,262.0,policy_admin
maintenance_contrib_6329,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
maintenance_contrib_6007,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.4,policy_admin
